Series Name,Series Code,Country Name,Country Code,2022 [YR2022]
"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,Zimbabwe,ZWE,90
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Afghanistan,AFG,76
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Africa Eastern and Southern,AFE,73.804571430179
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Africa Western and Central,AFW,68.2035558453197
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Albania,ALB,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Algeria,DZA,77
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,American Samoa,ASM,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Andorra,AND,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Angola,AGO,41
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Antigua and Barbuda,ATG,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Arab World,ARB,83.955895137394
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Argentina,ARG,81
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Armenia,ARM,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Aruba,ABW,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Australia,AUS,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Austria,AUT,84
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Azerbaijan,AZE,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Bahamas, The",BHS,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bahrain,BHR,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bangladesh,BGD,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Barbados,BRB,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Belarus,BLR,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Belgium,BEL,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Belize,BLZ,84
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Benin,BEN,75
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bermuda,BMU,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bhutan,BTN,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bolivia,BOL,69
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bosnia and Herzegovina,BIH,75
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Botswana,BWA,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Brazil,BRA,75
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,British Virgin Islands,VGB,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Brunei Darussalam,BRN,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Bulgaria,BGR,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Burkina Faso,BFA,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Burundi,BDI,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cabo Verde,CPV,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cambodia,KHM,83
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cameroon,CMR,59
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Canada,CAN,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Caribbean small states,CSS,87.48394430523
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cayman Islands,CYM,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Central African Republic,CAF,46
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Central Europe and the Baltics,CEB,91.1733897786642
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Chad,TCD,57
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Channel Islands,CHI,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Chile,CHL,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,China,CHN,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Colombia,COL,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Comoros,COM,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Congo, Dem. Rep.",COD,66
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Congo, Rep.",COG,52
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Costa Rica,CRI,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cote d'Ivoire,CIV,73
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Croatia,HRV,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cuba,CUB,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Curacao,CUW,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Cyprus,CYP,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Czechia,CZE,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Denmark,DNK,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Djibouti,DJI,59
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Dominica,DMA,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Dominican Republic,DOM,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Early-demographic dividend,EAR,86.5848758683995
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,East Asia & Pacific,EAS,88.858589074278
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,East Asia & Pacific (excluding high income),EAP,88.3077825795121
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,East Asia & Pacific (IDA & IBRD countries),TEA,89.6289125769381
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Ecuador,ECU,59
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Egypt, Arab Rep.",EGY,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,El Salvador,SLV,74
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Equatorial Guinea,GNQ,55
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Eritrea,ERI,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Estonia,EST,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Eswatini,SWZ,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Ethiopia,ETH,64
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Euro area,EMU,93.6678136498038
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Europe & Central Asia,ECS,94.379969115269
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Europe & Central Asia (excluding high income),ECA,95.0684251537438
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Europe & Central Asia (IDA & IBRD countries),TEC,94.8628049351567
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,European Union,EUU,93.1538643565668
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Faroe Islands,FRO,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Fiji,FJI,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Finland,FIN,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Fragile and conflict affected situations,FCS,68.1314351640677
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,France,FRA,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,French Polynesia,PYF,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Gabon,GAB,59
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Gambia, The",GMB,69
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Georgia,GEO,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Germany,DEU,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Ghana,GHA,90
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Gibraltar,GIB,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Greece,GRC,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Greenland,GRL,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Grenada,GRD,73
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guam,GUM,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guatemala,GTM,76
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guinea,GIN,48
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guinea-Bissau,GNB,51
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Guyana,GUY,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Haiti,HTI,51
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Heavily indebted poor countries (HIPC),HPC,73.6997675421713
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,High income,HIC,94.2948281522632
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Honduras,HND,78
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Hong Kong SAR, China",HKG,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Hungary,HUN,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,IBRD only,IBD,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Iceland,ISL,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,IDA & IBRD total,IBT,83.3135203809005
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,IDA blend,IDB,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,IDA only,IDX,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,IDA total,IDA,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,India,IND,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Indonesia,IDN,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Iran, Islamic Rep.",IRN,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Iraq,IRQ,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Ireland,IRL,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Isle of Man,IMN,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Israel,ISR,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Italy,ITA,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Jamaica,JAM,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Japan,JPN,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Jordan,JOR,76
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Kazakhstan,KAZ,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Kenya,KEN,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Kiribati,KIR,90
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Korea, Dem. People's Rep.",PRK,0
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Korea, Rep.",KOR,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Kosovo,XKX,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Kuwait,KWT,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Kyrgyz Republic,KGZ,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Lao PDR,LAO,69
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Late-demographic dividend,LTE,91.4528061969609
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Latin America & Caribbean,LCN,77.3815434165534
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Latin America & Caribbean (excluding high income),LAC,78.0424095528902
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Latin America & the Caribbean (IDA & IBRD countries),TLA,77.1541518473707
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Latvia,LVA,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Least developed countries: UN classification,LDC,74.8111982182463
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Lebanon,LBN,64
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Lesotho,LSO,65
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Liberia,LBR,52
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Libya,LBY,73
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Liechtenstein,LIE,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Lithuania,LTU,90
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Low & middle income,LMY,82.991277357937
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Low income,LIC,70.5546087301967
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Lower middle income,LMC,83.7212123340783
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Luxembourg,LUX,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Macao SAR, China",MAC,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Madagascar,MDG,55
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Malawi,MWI,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Malaysia,MYS,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Maldives,MDV,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Mali,MLI,72
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Malta,MLT,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Marshall Islands,MHL,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Mauritania,MRT,71
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Mauritius,MUS,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Mexico,MEX,83
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Micronesia, Fed. Sts.",FSM,68
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Middle East & North Africa,MEA,88.7215738941972
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Middle East & North Africa (excluding high income),MNA,87.6032514309424
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Middle East & North Africa (IDA & IBRD countries),TMN,87.4103671411334
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Middle income,MIC,85.9636347934297
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Moldova,MDA,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Monaco,MCO,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Mongolia,MNG,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Montenegro,MNE,80
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Morocco,MAR,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Mozambique,MOZ,67
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Myanmar,MMR,75
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Namibia,NAM,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Nauru,NRU,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Nepal,NPL,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Netherlands,NLD,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,New Caledonia,NCL,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,New Zealand,NZL,89
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Nicaragua,NIC,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Niger,NER,84
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Nigeria,NGA,62
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,North America,NAC,92.9075370018696
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,North Macedonia,MKD,84
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Northern Mariana Islands,MNP,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Norway,NOR,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Not classified,INX,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,OECD members,OED,92.5132642513749
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Oman,OMN,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Other small states,OSS,88.7956684177158
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Pacific island small states,PSS,87.2239675199822
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Pakistan,PAK,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Palau,PLW,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Panama,PAN,87
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Papua New Guinea,PNG,36
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Paraguay,PRY,58
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Peru,PER,82
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Philippines,PHL,73
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Poland,POL,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Portugal,PRT,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Post-demographic dividend,PST,93.1982149887411
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Pre-demographic dividend,PRE,71.6034700249683
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Puerto Rico,PRI,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Qatar,QAT,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Romania,ROU,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Russian Federation,RUS,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Rwanda,RWA,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Samoa,WSM,76
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,San Marino,SMR,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sao Tome and Principe,STP,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Saudi Arabia,SAU,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Senegal,SEN,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Serbia,SRB,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Seychelles,SYC,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sierra Leone,SLE,91
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Singapore,SGP,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sint Maarten (Dutch part),SXM,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Slovak Republic,SVK,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Slovenia,SVN,89
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Small states,SST,88.3040692004141
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Solomon Islands,SLB,89
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Somalia,SOM,47
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,South Africa,ZAF,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,South Asia,SAS,91.2694931118398
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,South Asia (IDA & IBRD),TSA,91.2694931118398
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,South Sudan,SSD,72
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Spain,ESP,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sri Lanka,LKA,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,St. Kitts and Nevis,KNA,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,St. Lucia,LCA,80
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,St. Martin (French part),MAF,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,St. Vincent and the Grenadines,VCT,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sub-Saharan Africa,SSF,71.464143001153
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sub-Saharan Africa (excluding high income),SSA,71.4630552994659
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sub-Saharan Africa (IDA & IBRD countries),TSS,71.464143001153
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sudan,SDN,85
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Suriname,SUR,78
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Sweden,SWE,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Switzerland,CHE,96
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Syrian Arab Republic,SYR,48
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Tajikistan,TJK,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Tanzania,TZA,88
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Thailand,THA,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Timor-Leste,TLS,86
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Togo,TGO,75
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Tonga,TON,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Trinidad and Tobago,TTO,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Tunisia,TUN,97
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Turkiye,TUR,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Turkmenistan,TKM,98
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Turks and Caicos Islands,TCA,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Tuvalu,TUV,90
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Uganda,UGA,90
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Ukraine,UKR,69
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,United Arab Emirates,ARE,95
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,United Kingdom,GBR,92
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,United States,USA,93
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Upper middle income,UMC,90.2060032722571
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Uruguay,URY,94
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Uzbekistan,UZB,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Vanuatu,VUT,68
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Venezuela, RB",VEN,50
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Viet Nam,VNM,70
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Virgin Islands (U.S.),VIR,..
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,West Bank and Gaza,PSE,99
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,World,WLD,84.0413627822852
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,"Yemen, Rep.",YEM,68
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Zambia,ZMB,84
"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3,Zimbabwe,ZWE,90
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Afghanistan,AFG,49
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Africa Eastern and Southern,AFE,47.5304184817313
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Africa Western and Central,AFW,39.3374531214391
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Albania,ALB,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Algeria,DZA,71
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,American Samoa,ASM,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Andorra,AND,96
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Angola,AGO,25
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Antigua and Barbuda,ATG,91
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Arab World,ARB,76.2250201625017
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Argentina,ARG,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Armenia,ARM,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Aruba,ABW,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Australia,AUS,91
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Austria,AUT,94
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Azerbaijan,AZE,91
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,"Bahamas, The",BHS,65
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bahrain,BHR,99
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bangladesh,BGD,93
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Barbados,BRB,73
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Belarus,BLR,98
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Belgium,BEL,83
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Belize,BLZ,76
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Benin,BEN,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bermuda,BMU,..
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bhutan,BTN,97
"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2,Bolivia,BOL,49
